Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severebleed,Severe bleeding (requiring intervention),"1, Yes | 0, No | 99, Unknown","Defined as bleeding resulting in haemodynamic compromise necessitating intervention, namely transfusion. This includes World Health Organisation (WHO) Bleeding Scale grade 3 or 4.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severebleed_site,Severe bleeding site(s),"1, Skin | 7, Petechiae | 2, Nose | 3, Gums | 4, GI tract | 5, Urinary tract | 6, Vagina | 88, Other(s) | 99, Unknown","This refers to the location of bleeding/haemorrhage site(s). Petechiae refer to small reddish or purplish spots in skin or mucous membrane as a result of localised haemorrhage. Nose bleeding refers to haemorrhage localized in the nose. Gum bleeding refers to haemorrhage affecting the gingiva. Gastrointestinal (GI) bleeding refers to haemorrhage in any segment of the gastrointestinal tract from oesophagus to rectum. Urinary tract bleeding refers to haemorrhage originating from any part of the urinary system. Vaginal bleeding refers to haemorrhage originating from vagina, unrelated to normal menstruation.",Select the most appropriate option(s) corresponding to the location of bleeding/haemorrhage site(s).
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severebleed_site_oth,Specify other site(s) of bleeding,,This refers to the location of bleeding/haemorrhage site(s).,"If 'Other', Write the other location of site(s) where the patient has experienced bleeding/haemorrhage at any time from onset of this illness and presentation or admission."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_anaemia,Anaemia,"1, Yes | 0, No | 99, Unknown","Defined as a reduction in the number of red blood cells, the amount of haemoglobin, and/or the volume of packed red blood cells. Signs and symptoms of anaemia may include pallor of the skin and mucous membranes, shortness of breath, palpitations of the heart, soft systolic murmurs, lethargy, and fatigability. The World Health Organization thresholds are used for defining anaemia, in adult males aged over 15 years anaemia is defined by a haemoglobin <130g/L (<8.1mmol/L); for non-pregnant females aged over 15 years thresholds are <120g/L (<7.4mmol/L), for children aged under 5 years and pregnant women as a haemoglobin <110 g/L (6.8 mmol/L)","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_coagulatio,Coagulation disorder / DIC,"1, Yes | 0, No | 99, Unknown",Coagulopathy (bleeding disorder) is defined as a condition in which there is a deviation from or interruption of the normal coagulation properties of the blood (normal blood clotting is disrupted). Disseminated intravascular coagulation (DIC) is a specific type of coagulopathy which blood starts to coagulate throughout the whole body. Acute DIC is confirmed by demonstrating increased thrombin generation (e.g. decreased fibrinogen) and increased fibrinolysis (e.g. elevated fibrin degradation products and D-dimer). The diagnosis of chronic DIC may be largely based upon evidence of microangiopathy on the blood film and increased levels of fibrin degradation products and particularly D-dimer.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_renalgut,Renal/genitourinary complications,,Defined as any complications of the renal/genitourinary system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_acuterenal,Acute renal injury / acute renal failure,"1, Yes | 0, No | 99, Unknown","Acute kidney injury is defined when one of the following criteria is met: Serum creatinine rises by >= 26umol/L or 0.3mg/dL within 48 hours; or serum creatinine rises >= 1.5 fold from the reference value, which is known or presumed to have occurred within the prior 7 days; or urine output is <0.5ml/kg/hr for >6 consecutive hours.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_uti,Urinary tract infection,"1, Yes | 0, No | 99, Unknown",This refers to inflammatory responses of the epithelium of the urinary tract to microbial invasions. They are often bacterial infections with associated bacteruria and pyuria.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_urineret,Urinary retention,"1, Yes | 0, No | 99, Unknown",This refers to accumulation of urine within the bladder because of the inability to urinate.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_urineret_spec,please specify,,This refers to accumulation of urine within the bladder because of the inability to urinate.,"If 'Yes', please specify"
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_ent,Ear/Nose/Throat complications,"1, Yes | 0, No | 99, Unknown",Defined as any complications of the ear / nose and throat system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_deepneck,Deep neck space infections,"1, Yes | 0, No | 99, Unknown",This refers to an infection of the deep fascial planes in the neck.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_msk,Musculoskeletal complication,,Defined as any complications of the musculoskeletal system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_rhabdomyol,Rhabdomyolysis,"1, Yes | 0, No | 99, Unknown","Rhabdomyolysis is a syndrome characterised by muscle necrosis and the release of myoglobin into the blood, resulting from muscle injury. Diagnosis is made in a patient with either an acute neuromuscular illness or dark urine without other symptoms, plus a marked acute elevation in creatine kinase. The creatine kinase is typically at least five times the upper limit of normal (there is no diagnostic threshold to establish the diagnosis, however). Muscle biopsy, electromyography, radiological imaging and the presence of myoglobinuria are not required for the diagnosis.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_myositis,Myositis,"1, Yes | 0, No | 99, Unknown","Myositis is defined as an inflammatory process affecting the skeletal muscles. Causes include infections, injuries, and autoimmune disorders. It may be a clinical diagnosis with supporting evidence from laboratory tests e.g. elevated serum creatine kinase; histological confirmation is not required to make the diagnosis. Myositis can occur without subsequent progression to rhabdomyolysis.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_skin,Skin complication,,Defined as any complications of the skin,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cellulitis,Cellulitis,"1, Yes | 0, No | 99, Unknown","Defined as an acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection. Diagnosis is made on clinical signs and symptoms, it can be supported by microbiological evidence.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cellulitis_site,Site(s) of cellulitis,"1, Skin | 2, Nose | 3, Gums | 4, GI tract | 5, Urinary tract | 6, Vagina | 99, Unknown | 88, Other",This refers to the site(s) in which cellulitis was identified.,"Select the most appropriate site(s) in which cellulitis was identified at any time during hospitalisation. If 'Other', Specify the other site(s) in the space provided below."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cellulitis_site_oth,Specify other site(s) of cellulitis,,This refers to the other site(s) in which cellulitis was identified.,"If 'Other', write the site(s) in which cellulitis was identified at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_skabscess,Skin abscess,"1, Yes | 0, No | 99, Unknown",This refers to a circumscribed area of pus or necrotic debris in the skin.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_eschar,Skin tissue loss or eschar,"1, Yes | 0, No | 99, Unknown","Eschar is defined as a dry, dark scab or falling away of dead skin, typically caused by a burn, an insect bite (e.g. some rickettsial infections), or infection with anthrax.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_scar,Skin scarring,"1, Yes | 0, No | 99, Unknown",This refers to a permanent mark left on the skin in the process of wound healing.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_nec,Necrotising infection,"1, Yes | 0, No | 99, Unknown",This refers to infection associated with death of skin and underlying soft tissue.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_eye,Opthalmological complication,,Defined as any complications of the eye,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_eyeinf,Ocular infection,"1, Yes | 0, No | 99, Unknown",This refers to an infectious process affecting any part of the eye.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cornealsubepi,Corneal subethelial infiltrates,"1, Yes | 0, No | 99, Unknown",This refers to subepithelial corneal infiltrates.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cornealstroma,Corneal stromal infiltrates,"1, Yes | 0, No | 99, Unknown",This refers to stromal corneal infiltrates.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_sys,Systemic complication,,Defined as any systemic complications,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_bacteraemi,Bacteraemia,"1, Yes | 0, No | 99, Unknown","Defined as the presence of bacteria in blood, most often detected through blood culture investigation. Episodes of suspected artefactual contamination of a blood culture should not be recorded.","Indicate 'Yes' if bacteraemia occurred at any time during hospitalisation. Indicate 'No', if bacteraemia never occurred or if only bacteria grown were believed to be skin contaminants (e.g. coagulase negative Staphylococci or diphtheroids)."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_hyperglyce,Hyperglycemia,"1, Yes | 0, No | 99, Unknown","For adults, is defined as an abnormally high level of glucose in the blood, blood glucose level that is consistently above 126mg/dL or 7 mmol/L. For children, is defined as a blood glucose level consistently above 8.3 mmol/L.","Indicate 'Yes' if bacteraemia occurred at any time during hospitalisation. Indicate 'No', if bacteraemia never occurred or if only bacteria grown were believed to be skin contaminants (e.g. coagulase negative Staphylococci or diphtheroids)."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_hypoglycem,Hypoglycaemia,"1, Yes | 0, No | 99, Unknown","This refers to abnormally low level of glucose in the blood. For adults, is defined as an abnormally low level of glucose in the blood, a blood glucose level that is consistently below 70mg/dL or 4 mmol/L. For children, is defined as a blood glucose level below 3 mmol/L.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_shock,Shock,"1, Yes | 0, No | 99, Unknown","Shock refers to circulatory failure, causing inadequate oxygen delivery to meet cellular metabolic needs. It is defined by the presence of any two of the following: evidence of hypoperfusion (e.g. capillary refill >2 seconds, cold clammy skin, and rapid/weak pulse, altered mental status), narrow pulse pressure (less than or equal to 20mmHg), hypotension for age, and tachycardia (>100bpm).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_reshock,Re-shock episodes,"1, Yes | 0, No | 99, Unknown","Re-shock or recurrent shock is defined as a separate episode of shock which occurs at least 2-6 hours after the clinical resolution of an initial episode of shock, where clinical resolution refers to a pulse pressure >25mmHg without signs of impaired perfusion. This does not include persistent shock (where no resolution is seen).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_reshockep,Number of re-shock episodes,"1, 1 | 2, 2 | 3, 3 | 4, 4+ | 99, Unknown",This refers to the number of times re-shock was identified while the patient was hospitalised.,"If 'Yes', select the single most appropriate option which corresponds to the number of re-shock episodes the patient has experienced at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_sepsis,Sepsis,"1, Yes | 0, No | 99, Unknown","As defined according to the 2016 SCCM/ESICM task force as a life-threatening organ dysfunction caused by a dysregulated host response to infection with the following: Organ dysfunction determined by a Sequential Organ Failure Assessment (SOFA) score of greater or equal to 2 points (or quick SOFA/qSOFA score of greater or equal to 2); and a Physician-diagnosed infection (which can be supported by clinical signs and symptoms, radiologic and/or microbiologic evidence).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_hypothermia,Hypothermia,"1, Yes | 0, No | 99, Unknown",This refers to abnormally low body temperature.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_ndiab,New-onset diabetes mellitus,"1, Yes | 0, No | 99, Unknown",This refers to new onset diabetes mellitus (characterized by hyperglycemia with insulin deficiency or resistance) that was not present at admission and persists at discharge.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_plarthalgia,Polyartralgia,"1, Yes | 0, No | 99, Unknown",This refers to a circumscribed area of pus or necrotic debris in the skin.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation."
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_otherdesc,Other  Complications,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_unlisted,Other complication(s),"1, Yes | 0, No | 99, Unknown",This refers to other complication(s) not specified above.,"Specify all other complication(s), not listed above, the patient experienced at any time during hospitalisation."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid,Intravenous (parenteral) fluids,"1, Yes | 0, No | 99, Unknown","This refers to intravenous fluid which includes crystalloid, albumin, gelatin, starches or other solutions.","Indicate 'Yes', if the patient received intravenous fluids at any time during hospitalisation."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_type,Intravenous fluid type,,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including 0.9% Sodium Chloride (Normal Saline), Lactated Ringer(USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringeracetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin).",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_cryst,Total crystalloid volume given during admission (mL),,"Crystalloid fluids refer to aqueous solutions of mineral salts and other small, water-soluble molecules. They are commonly used for fluid resuscitation in the presence of hypovolemia, hemorrhage, sepsis, and dehydration Common crystalloids include 0.9% Sodium Chloride (Normal Saline), Lactated Ringer(USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringeracetate or Plasmalyte.",Record the total volume of crystalloid fluids the patient received during admission in millilitres (mL).
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_colloid,Total colloid volume given during admission (mL),,"Colloid fluids are solutions that contain large molecules, such as proteins or polysaccharides, which remain in the bloodstream for a longer duration compared to crystalloids. These fluids help maintain or expand intravascular volume by drawing water into the blood vessels via oncotic pressure. Common colloids include gelatins, starches or albumin.",Record the total volume of colloid fluid the patient received during admission in millilitres (mL).
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_reas,Reason(s) for IV fluid (check all that apply),"1, Shock | 2, High/rising haematocrit | 3, Anorexia | 4, Persistent vomiting | 88, Other","This refers to the reason(s) (indication(s)) for parenteral / intravenous (IV) fluid therapy at any time during the admission. If multiple indications, select all that apply. Shock refers to circulatory failure, causing inadequate oxygen delivery to meet cellular metabolic needs. It is defined by the presence of any two of the following: evidence of hypoperfusion (e.g. capillary refill >2 seconds, cold clammy skin, and rapid/weak pulse, altered mental status), narrow pulse pressure (less than or equal to 20mmHg), hypotension for age, and tachycardia (>100bpm). High/rising haematorit refers to an elevation above the normal ratio of the volume of red blood cells to the total volume of blood. Anorexia refers to the lack or loss of appetite accompanied by an aversion to food and the inability to eat.",Select all that apply.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_reas_oth,Specify other reason for IV fluid,,This refers to the reason(s) (indication(s)) for parenteral / intravenous (IV) fluid therapy at any time during the admission.,"If 'Other', specify the reason(s) (indication(s)) for parenteral / intravenous (IV) fluid therapy at any time during the admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_venacc,Type of venous access,"1, Peripheral | 2, Intra-osseous | 3, Central | 88, Other | 99, Unknown","This refers to the type of venous access used to administer fluids and other medications. Peripheral refers to access using a vascular catheter that terminates in a peripheral vein in an extremity, the scalp, or trunk. Central refers to access using a vascular cathetercatheter in a large, central vein (e.g. superior vena cava, inferior vena cava, subclavian veins). Intraosseous access refers to vascular access through the bone cortex into the intramedullary space, commonly when peripheral and central venous access is not readily available..",Select the most appropriate options which corresponds to type of venous access
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_venacc_oth,"If other, specify",,"This refers to the type of venous access used to administer fluids and other medications. Peripheral refers to access using a vascular catheter that terminates in a peripheral vein in an extremity, the scalp, or trunk. Central refers to access using a vascular cathetercatheter in a large, central vein (e.g. superior vena cava, inferior vena cava, subclavian veins). Intraosseous access refers to vascular access through the bone cortex into the intramedullary space, commonly when peripheral and central venous access is not readily available..","If 'Other', specify the type of venous access"
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_start,Date first IV fluid started,,This refers to the date when the first parenteral / intravenous (IV) fluid was started.,Enter the date. (Use the format DD/MM/YYYY)
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_end,Date last IV fluid ended,,This refers to the date when the last parenteral / intravenous (IV) fluid was ended.,Enter the date. (Use the format DD/MM/YYYY)
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_enteralfeed,Enteral feeding,"1, Yes | 0, No | 99, Unknown","This refers to a method of nutrition delivery via a tube inserted through the mouth, nose, or percutaneously through the abdominal wall (e.g., percutaneous endoscopic gastrostomy) into the gastrointestinal tract (i.e., the stomach, duodenum, or jejunum).","Indicate 'Yes', if the patient received enteral feeding."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt,Blood product transfusion,"1, Yes | 0, No | 99, Unknown","This refers to a transfusion of blood (whole blood or packed red blood cells) or other blood products excluding human normal immunoglobulin (e.g. albumin, granulocytes, platelets, fresh-frozen plasma (FFP), FP24, PF-24, cryoprecipitate, protein C concentrate, cryosupernatant, or a specific non-recombinant clotting factor) at any time on the date of assessment.","Indicate 'Yes', if the patient received blood products or blood product transfusion at any time during admission. If 'Yes' Select the product(s) below."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_type,Select all blood product transfusion that were administered,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood | 4, Frozen fresh plasma | 5, Fibrinogen concentrate | 6, Packed RBC (red cell concentrate)","This refers to a transfusion of blood (whole blood or packed red blood cells) or other blood products excluding human normal immunoglobulin (e.g. albumin, granulocytes, platelets, fresh-frozen plasma (FFP), FP24, PF-24, cryoprecipitate, protein C concentrate, cryosupernatant, or a specific non-recombinant clotting factor) at any time on the date of assessment. Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor. Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin. Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual. Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 60%. Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions. Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Select the most appropriate option(s) corresponding to the blood product(s) that were administered.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_plate,"Platelets, total number of units",,Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor.,Record the total number of units the patient received during admission.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_cryo,"Cryoprecipitate, total number of units",,"Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin. Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.",Record the total number of units the patient received during admission.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_rbc,"Whole blood, total number of units",,Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual.,Record the total number of units the patient received during admission.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_ffp,"Fresh frozen plasma (FFP), total number of units",,Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions.,Record the total number of units the patient received during admission.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_fibrin,"Fibrinogen concentrate, total number of units",,"Fibrinogen concentrate is a hemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Record the total number of units the patient received during admission.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_bpt_rcc,"Packed RBC (red cell concentrate), total number of units",,"Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 60%.",Record the total number of units the patient received during admission.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivimmunogl,Intravenous immunoglobulin,"1, Yes | 0, No | 99, Unknown","This refers to immunoglobulin preparations, containing primarily Immunoglobulin G (IgG), that are used as intravenous infusions. Examples include Octagam®, Intragam P®, KIOVIG®, Flebogamma 5% DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® and Privigen®.","Indicate 'Yes', if the patient received intravenous immunoglobulin at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_diuretics,Diuretics,"1, Yes | 0, No | 99, Unknown","This refers to class of agents that increases the production of urine by the kidney. Via various mechanism of actions, diuretics retain water in urine, thus provides a means of forced diuresis.","Indicate 'Yes', if the patient received diuretic therapy at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nacetylcys,N-acetyl cysteine,"1, Yes | 0, No | 99, Unknown",This refers to N-acetyl derivative of cysteine; used as a mucolytic agent to reduce the viscosity of mucous secretions.,"Indicate 'Yes', if the patient received N-acetyl cysteine (NAC) at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_fluiddrain,Fluid drainage,"1, Yes | 0, No | 99, Unknown",This refers to the procedure of removing fluid from the pleural space or peritoneal cavity.,"Indicate 'Yes', if this was fluid drainage from the pleural or peritoneal cavity was performed at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_fluiddrain_reas,Reason for this drainage,"1, Ascites | 2, Pleural effusion | 3, Pericardial effusion | 4, Joint effusion",This refers to the reason (indication) for fluid drainage. Ascites refers to the abnormal accumulation of fluid in the peritoneal cavity. Pleural effusion refers to presence of fluid in the pleural cavity resulting from excessive transudation or exudation from the pleural surfaces.,Select the most appropriate option corresponding to the reason (indication) for fluid drainage.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_plasmaex,Plasmapheresis / plasma exchange,"1, Yes | 0, No | 99, Unknown","Plasmapheresis (plasma exchange) refers to the extracorporeal separation of blood components, resulting in a filtered product. Methods include discontinuous flow centrifugation, continuous flow centrifugation and plasma filtration.","Indicate 'Yes', if the patient received plasmapharesis at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_plasmaex_days,Days on plasma exchange support during admission,,"This refers to the total number of calendar days the patient was on plasma exchange support (plasmapharesis). Plasmapheresis (plasma exchange) refers to the extracorporeal separation of blood components, resulting in a filtered product. Methods include discontinuous flow centrifugation, continuous flow centrifugation and plasma filtration.",Write the total number of calendar days the patient was on plasma exchange support (plasmaphe\resis).
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_csf,CSF diversion,"1, Extraventricular drain (EVD) | 2, Lumbar drain | 3, Ventriculoperitoneal shunt | 0, None",This refers to an intervention aimed at diverting the flow of cerebrospinal fluid. Extraentricular drain (EVD) facilitates drainage of CSF directly from the ventricles of the brain. Lumbar drain faciliates drainage of CSF from the lumbar subarachnoid space. Ventriculoperitoneal shunt is a modality for long-term CSF drainage from the ventricles to systemic circulation through the peritoneum.,Select the most appropriate option(s) which represents the type of method used for diversion of CSF.
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_icp,ICP monitor placed,"1, Yes | 0, No | 99, Unknown",This refers to insertion of a catheter to monitor intracrainal pressure.,"Indicate 'Yes', if the patient received this intervention at any time during admission."
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_icp_type,Type of ICP monitor,"1, Intraventricular catheter (EVD-based) | 2, Intraparenchymal monitor (bolt) | 3, Subdural monitor | 4, Epidural monitor | 99, Unknown",This refers to the specific type of ICP monitor based on the location of insertion. ,Select the most appropriate option(s) which represents the type of ICP monitor based on location of insertion
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_icp_peak,Peak ICP recorded (mmHg),,This refers to the peak ICP measurement recording (in mmHg),Indicate the peak ICP measurement recording (in mmHg)
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_icp_duration,Duration of monitoring (hours),,This refers to the duration of ICP monitoring (in hours),Indicate the duration of ICP monitoring (in hours)
